date,pm25,aluminum,ammonium ion,arsenic,barium,bromine,cadmium,calcium,chlorine,chromium,copper,elemental carbon,iron,lead,magnesium,manganese,nickel,organic carbon,potassium ion,selenium,silicon,sodium,sulfur,titanium,total nitrate,vanadium,zinc
2007-02-14,9.533333333333333,0.019,0.944333333333333,4.63333333333333e-4,0,0.00422666666666667,6.66666666666667e-4,0.0913666666666667,0.0771666666666667,0.00111666666666667,0.00388333333333333,NA,0.0669,0.00666666666666667,0.0100666666666667,0.00651666666666667,0.0189333333333333,NA,0.0545333333333333,0.00133333333333333,0.0325833333333333,0.161616666666667,0.70585,5.5e-4,1.49126666666667,0.00816666666666667,0.0366833333333333
2007-02-17,14.566666666666666,0.04855,2.34333333333333,0.00133,0,0.00653333333333333,0.001,0.0882833333333333,0.033,0.00363333333333333,0.00638666666666667,NA,0.0984333333333333,0.00406666666666667,0.00903333333333333,0.00643333333333333,0.016,NA,0.0396666666666667,0.00395666666666667,0.0720166666666667,0.151433333333333,1.04046666666667,7.83333333333333e-4,4.54916666666667,0.0108833333333333,0.0325166666666667
2007-02-20,23.933333333333334,0.0522833333333333,3.25666666666667,0.00176666666666667,0.00266666666666667,0.00956,0.002,0.1633,0.1355,1.66666666666667e-4,0.00727,NA,0.21155,0.0101666666666667,0.00713333333333333,0.0128833333333333,0.0259833333333333,NA,0.094,0.00422333333333333,0.1316,0.197266666666667,1.42716666666667,0.00353333333333333,5.14758333333333,0.0185666666666667,0.07415
2007-02-23,4.9,0.0174833333333333,0.649333333333333,6.33333333333333e-4,0.00166666666666667,0.00170666666666667,0.00366666666666667,0.0624166666666667,0,0,0.00267666666666667,NA,0.0754166666666667,8.33333333333333e-4,0.00383333333333333,0.00296666666666667,0.00960666666666667,NA,0,3.33333333333333e-4,0.03735,0.0366333333333333,0.46995,0.00143333333333333,0.97205,0.00302,0.0203833333333333
2007-02-26,16.98,0.0327666666666667,2.06,0.00100666666666667,0.006,0.00412333333333333,0.001,0.10545,0.0261666666666667,1.66666666666667e-4,0.00528,NA,0.0863666666666667,0.0105,0.00296666666666667,0.00509333333333333,0.0184866666666667,NA,0.0473333333333333,0,0.06845,0.0519666666666667,1.05445,0.00245,3.06678333333333,0.00631666666666667,0.0436
2007-03-01,15.566666666666666,0.029,2.19333333333333,0.00128833333333333,0.00266666666666667,0.00356333333333333,0.00166666666666667,0.114516666666667,0.01355,0.00111666666666667,0.00647333333333333,NA,0.132966666666667,0.00383333333333333,0.0144666666666667,0.00495,0.0152633333333333,NA,0,3.33333333333333e-4,0.0630833333333333,0.0585666666666667,0.9152,0.00541666666666667,4.13561666666667,0.00480666666666667,0.0466666666666667
2007-03-04,6.1,0.0121333333333333,0.960333333333333,4.76666666666667e-4,0.00533333333333333,0.00168666666666667,0.003,0.03945,0.0022,1.66666666666667e-4,0.00137,NA,0.0439833333333333,0.002,8.33333333333333e-4,0.00151666666666667,0.00529,NA,0,6.66666666666667e-4,0.0293,0.0143333333333333,0.783,0.00108333333333333,0.791183333333333,0.002,0.0131333333333333
2007-03-07,14.700000000000001,0.02315,2.44333333333333,9.83333333333333e-4,0.00503333333333333,0.00631,0,0.123033333333333,0.117733333333333,0.00128333333333333,0.00746333333333333,NA,0.1133,0.00415,0.00433333333333333,0.00823333333333333,0.02275,NA,0.0171333333333333,7.13333333333333e-4,0.0574833333333333,0.0796666666666667,1.15563333333333,0.00325,3.85321666666667,0.0102166666666667,0.0537
2007-03-10,18.583333333333336,0.0197833333333333,2.49333333333333,5.5e-4,0,0.0076,0.00366666666666667,0.135,0.315,3.33333333333333e-4,0.00887333333333333,NA,0.169116666666667,0.00656666666666667,0.0169666666666667,0.00595,0.0175833333333333,NA,0.0613333333333333,5e-4,0.0873333333333333,0.28395,1.51906666666667,0.00735,2.89568333333333,0.0143333333333333,0.0544666666666667
2007-03-13,25.56,0.03185,3.88,7.43333333333333e-4,0,0.00746666666666667,0,0.146933333333333,0.270166666666667,5e-4,0.00992333333333333,NA,0.239733333333333,0.0140333333333333,0.0093,0.00923,0.0172,NA,0.0649,0.0016,0.10375,0.233666666666667,1.77136666666667,0.00895,5.39636666666667,0.0160833333333333,0.0710666666666667
2007-03-16,8.52,0.0118,0.878666666666667,0,0.00433333333333333,0.00427333333333333,0,0.09435,0.0950666666666667,0,0.00429666666666667,NA,0.0505333333333333,0.00465,0.0130333333333333,0.00439,0.0152366666666667,NA,0.0127333333333333,0,0.03085,0.155816666666667,0.732783333333333,0.00266666666666667,1.1489,0.00395,0.0354166666666667
2007-03-19,9.733333333333334,0.0341333333333333,1.34333333333333,6.66666666666667e-4,0.00666666666666667,0.00354,0,0.0864666666666667,0.0653333333333333,0.00266666666666667,0.00286,NA,0.1007,0.002,0.0164666666666667,0.00335,0.0113,NA,0.0446666666666667,8.33333333333333e-4,0.0541,0.1426,0.8523,0.00415,1.71001666666667,0.00504666666666667,0.0325666666666667
2007-03-22,18.54,0.0230333333333333,3.12666666666667,9.93333333333333e-4,0,0.00703333333333333,0,0.08655,0.432666666666667,6.66666666666667e-4,0.00406666666666667,NA,0.0995333333333333,0.00391666666666667,0.0350333333333333,0.00407,0.0105666666666667,NA,0.0549,5.16666666666667e-4,0.0672833333333333,0.31965,1.18823333333333,0.00573333333333333,3.00423333333333,0.00883333333333333,0.0301666666666667
2007-03-25,9.2,0.003025,1.445,0,0,0.00253,0.0015,0.0524,0.0215,0.001,0.003165,NA,0.0464,0.0015,0.00475,0.00167,0.00643,NA,0,5e-4,0.020425,0.0955,0.9191,0.002375,1.968,0.004125,0.02245
2007-03-28,5.116666666666667,0.01545,0.396,0,0,0.0015,0,0.06565,0.0025,0,0.0028,NA,0.07565,0.001,0,0.002,0.0063,NA,0,0,0.05935,0.0295,0.39485,0.0049,0.37815,0.00125,0.02645
2007-03-31,5.566666666666666,0.01565,0.5705,5.75e-4,0,0.001175,0,0.063425,0.01375,0,0.00445,NA,0.062275,0.00175,0.008075,0.00134,0.0058,NA,0.015,0,0.0584,0.05755,0.400325,0.0033,0.93655,0.0059,0.023525
2007-04-03,21.066666666666666,0.009525,4.1,6.2e-4,0,0.00226,0,0.065925,0.0184,0,0.004885,NA,0.08435,0.0052,5e-4,0.002455,0.007815,NA,0,2.5e-4,0.042075,0.04575,1.87705,0.0026,6.4409,0.004425,0.033275
2007-04-05,4.300000000000001,0.0104,1.05,0.00141,0,0.00268,0,0.0463,0.018,0,0.00234,NA,0.0572,0,0.0054,0.00166,0.00681,NA,0,0,0.0291,0.047,0.858,0.0035,0.962,0.0029,0.0165
2007-04-06,6.666666666666666,0.0035,1.08,0,0,0.002,0,0.0557,0.009,0,0.00215,NA,0.04515,0.001,0.005,0.001,0.00505,NA,0,0,0.03715,0.1009,0.8097,0.0034,0.65165,0.003,0.0183
2007-04-09,6.74,0.013825,1.075,0,0.028,0.00208,0,0.054075,0.00255,0,0.002455,NA,0.056125,0.001,0.0067,0.002265,0.00734,NA,0,0,0.044375,0.02075,0.898075,0.002425,0.4594,0.0013,0.01635
2007-04-12,11.833333333333334,0.0112,1.76,3.65e-4,0,0.00233,0.001,0.052375,0.044725,0,0.00286,NA,0.05945,0.0026,0.01365,0.001865,0.0074400000000000004,NA,0,5e-4,0.04135,0.1147,1.097475,0.002725,2.1289,0.00365,0.02095
2007-04-15,9.283333333333333,0.024875,1.01,0.001015,0,0.00593,0,0.0593,0.2592,2.5e-4,0.001995,NA,0.035675,0.0025,0.02295,0.001805,0.0059,NA,0.0375,2.5e-4,0.05995,0.270175,1.012525,0.00335,1.2745,0.004875,0.018375
2007-04-18,4.516666666666667,0.01575,0.4,0,0,6.5e-4,0.0015,0.05335,0.005,0,0.002865,NA,0.063125,0.001,0,0.002495,0.00688,NA,0,0,0.03275,0.08365,0.36415,0.00315,0.4826,0.00285,0.0223
2007-04-21,11.983333333333334,0.0687,1.19,0.001015,0,0.00388,0,0.144175,0.02225,5e-4,0.01215,NA,0.228475,0.0045,0.00865,0.004685,0.013875,NA,0.0555,0,0.14355,0.1961,0.77175,0.01345,1.913675,0.01275,0.04335
2007-04-24,10.1,0.041,1.27,0,0,0.00223,0,0.06555,0.005975,0,0.003065,NA,0.100825,0.0018,0.01395,0.00246,0.004055,NA,0,2.5e-4,0.1195,0.01225,1.10525,0.0036,0.354625,0.00195,0.014275
2007-04-27,16.9,0.014675,2.19,2.5e-4,0.008,0.001825,0.0015,0.066425,0.00235,0,0.004065,NA,0.106175,0.003,0.00275,0.003,0.005915,NA,0,0,0.035225,0.136875,0.9462,0.005625,3.70775,0.003155,0.0228
2007-04-30,7.7,0.03695,0.8065,0.001325,0.005,0.00235,0,0.0914,0.0033,0,0.00471,NA,0.1415,0.00315,0.0093,0.003455,0.00783,NA,0,2.5e-4,0.109425,0.03025,0.780275,0.006225,0.48085,0.004225,0.02195
2007-05-03,5.75,0.0283,0.4245,2.4e-4,0.0325,0.00183,0,0.080775,0.012425,0,0.005625,1.12,0.1428,0.00155,0.0052,0.00188,0.005915,2.24,0,0,0.08425,0.068375,0.37905,0.006225,0.42445,0.003275,0.02255
2007-05-06,3.8,0.0281,0.3505,0,0,0.00165,0,0.0386,0.045925,0.0018,0.002185,0.27,0.050125,0.00125,0.007225,2.5e-4,0.002005,1.24,0,5e-4,0.056075,0.09225,0.33625,0.003475,0.26435,0.0011,0.0075
2007-05-09,7.216666666666667,0.015775,0.7195,2.5e-4,0,0.00179,0,0.078025,0.037925,8e-4,0.00599,1.35,0.139775,0.002,0.009175,0.003005,0.00868,2.64,0,5e-4,0.0592,0.243125,0.54605,0.006825,1.399,0.011725,0.0222
2007-05-12,10.016666666666666,0.02,1.25,6.3e-4,0,0.001515,0,0.044125,0.016475,2.5e-4,0.004025,0.733,0.085625,0.00175,0,7.5e-4,0.00328,3.25,0.02125,2.5e-4,0.0578,0.0585,1.002075,0.004775,1.2489,0.00305,0.01455
2007-05-15,16.9,0.074275,2.355,0.001415,0,0.005165,0,0.073125,0.03525,0.0103,0.00615,0.67,0.150675,0.004,0.001,0.004245,0.008605,4.74,0.04715,9.6e-4,0.14185,0.04825,1.925,0.007375,0.6925,0.006475,0.0203
2007-05-18,5.066666666666666,0.00555,0.4475,1.95e-4,0.003,0.00103,0,0.0237,0.0015,0,0.0014,0.59,0.03955,0.00115,0.0042,7.5e-4,0.001095,1.55,0,0,0.021175,0.036875,0.35835,0.00175,0.45455,4.5e-4,0.00686
2007-05-21,6.2,0.0186,0.565,5e-4,0.003,0.001065,0.001,0.03845,0,5e-4,0.001355,NA,0.057375,0.002825,0.004975,0.00125,0.00161,NA,0,0,0.0394,0.006,0.45405,0.0027,0.53455,0.001775,0.009985
2007-05-24,14.216666666666667,0.059575,2.02,2.5e-4,0.0035,0.004585,0,0.07825,0.021,0.00175,0.00545,0.616,0.14615,0.00445,0.00275,0.002475,0.005175,3.97,0.0192,2.5e-4,0.135975,0.083725,1.71725,0.007175,0.9397,0.006375,0.020575
2007-05-27,16.366666666666667,0.043225,2.185,0.001035,0,0.0039,0,0.058075,0.02595,5e-4,0.00456,0.497,0.1029,0.0015,0.0015,0.001785,0.004,5.2,0.0656,2.5e-4,0.133675,0.031025,1.87225,0.00645,0.922425,0.004775,0.01425
2007-05-30,14.8,0.02895,1.48,4.8e-4,0,0.004265,0,0.083275,0.0069,7.5e-4,0.006915,1.57,0.1868,0.00175,0.0025,0.002455,0.00589,5.15,0.0775,2.5e-4,0.103525,0.078675,1.088525,0.00855,1.40635,0.00395,0.024575
2007-06-02,24.2,0.050975,3.88,6.45e-4,0.0066,0.005375,0,0.07245,0.04125,7.5e-4,0.00757,0.625,0.1259,0.00175,0.0085,0.00174,0.006055,4.65,0.05645,0.001,0.172525,0.08,3.039675,0.0086,1.46875,0.00615,0.0177
2007-06-05,16.683333333333334,0.01445,3.1,7.225e-4,0,0.003225,5e-4,0.060675,0.00895,5e-4,0.00574,3.04,0.12555,0.0022,0,0.002685,0.00565,2.99,0,0.00131,0.08115,0.0927,2.394225,0.0064,1.8998,0.002175,0.025575
2007-06-08,29.71666666666667,0.01065,6.345,0.00118,0,0.004875,0,0.0737,0.021175,5e-4,0.00594,1.03,0.166625,0.001,0.00355,0.002795,0.00669,6.93,0.0281,0.0018600000000000001,0.116575,0.014,3.97305,0.0072,4.338925,0.0095,0.0262
2007-06-11,9.16,0.011625,0.8475,0,0,0.001795,0,0.062275,0.0085,0.0014,0.00575,NA,0.14335,0.00125,0.002,0.0015,0.00559,NA,0.0358,2.5e-4,0.073275,0.089625,0.811575,0.006325,0.691,0.0035,0.019225
2007-06-14,5.883333333333334,0.0074,0.6225,0,0,7.25e-4,0,0.023075,0.012575,5e-4,0.0032,0.43,0.063625,0.001,0,2.5e-4,0.001225,1.84,0,0,0.03295,0.0465,0.68295,0.00335,0.410675,8.5e-4,0.006475
2007-06-17,22,0.014025,3.255,0.001495,0,0.00358,0,0.0488,0.02365,2.5e-4,0.00574,0.369,0.10415,0.0028,0.0078,0.00194,0.004255,5.19,0.07415,9.2e-4,0.09095,0.00725,2.817475,0.00505,0.86325,0.003625,0.019075
2007-06-20,11.283333333333333,0.01235,1.585,3.35e-4,0,0.001945,0,0.055325,0.02075,2.5e-4,0.00356,0.551,0.09135,7.5e-4,0,0.001735,0.005205,3.08,0,7.35e-4,0.066525,0.00825,1.318525,0.001575,1.38,0.00445,0.018
2007-06-23,3.5,0.0095,0.148,0,0,0.00154,0,0.03075,0.00325,6.25e-4,0.002815,0.449,0.053925,5e-4,0.002225,2.5e-4,0.002025,1.23,0,0,0.041875,0.011825,0.161375,0.002825,0.17625,0.001025,0.012825
2007-06-26,36.18333333333334,0.072175,5.8,7.65e-4,0,0.00645,0,0.086025,0.07525,7.5e-4,0.007505,0.777,0.18305,0.0035,0.00455,0.00323,0.008555,7.41,0.0711,0.00223,0.176675,0.0912,4.82835,0.0078,1.8725,0.01155,0.02975
2007-06-29,8.95,0.00995,0.405,6.65e-4,0,0.001015,0,0.043825,0.0037,0,0.004315,0.7,0.0924,7.5e-4,0,0.00153,0.00309,3.36,0,0,0.065225,0.0244,0.552,0.003775,0.4338,0.001075,0.01589
2007-07-02,3.35,0.01005,0.157,0,0,6.8e-4,0,0.03155,0.00375,9.5e-4,0.003115,NA,0.06105,5e-4,0,7.35e-4,0.003115,NA,0,0,0.0323,0.015425,0.170825,7.5e-4,0.166625,0.0017,0.01155
2007-07-05,21.916666666666668,0.0768,3.235,9.55e-4,0,0.00502,0,0.073475,0.04375,5e-4,0.012545,0.718,0.125075,0.002,0.02645,0.00215,0.010975,5.31,0.251,0.001,0.120775,0.312775,2.6693,0.005775,2.0778,0.01175,0.027275
2007-07-08,30.32,0.0308,4.925,0.0015125,0,0.00523,0,0.05335,0.04755,8.75e-4,0.01075,0.363,0.083525,0.005,0.02215,0.00231,0.00541,5.64,0.1995,0.00172,0.138625,0.0145,4.141125,0.00505,0.7978,0.005925,0.0274
2007-07-11,13.033333333333333,0.028175,1.945,5.75e-4,0,0.001475,0,0.0538,0.02675,0,0.003265,0.852,0.099125,5e-4,0.006825,0.001765,0.00572,3.13,0,2.5e-4,0.139275,0.126075,1.672025,0.0052,0.999825,0.007225,0.01201
2007-07-14,19.483333333333334,0.0486,3.075,0.001625,0,0.004235,0,0.06535,0.00985,2.5e-4,0.00425,0.495,0.1021,0.0035,0.01125,0.00251,0.00445,4.25,0.0105,0.00165,0.1198,0.0325,2.72125,0.007575,0.59955,0.004825,0.016925
2007-07-17,23.433333333333334,0.043875,4.63,0.0012,0,0.0039,0,0.0682,0.0583,0.0021,0.0061,3.05,0.141625,0.00235,0.001,0.002875,0.005975,3.65,0.023,2.5e-4,0.107875,0.0515,2.75825,0.005825,1.9942,0.008225,0.020325
2007-07-20,9.716666666666667,0.03055,1.075,5e-4,0,0.00165,0.0095,0.045,0.01185,0.0046,0.00365,NA,0.08295,0.0015,0,0.001,0.00355,NA,0.036,0.001,0.071425,0.0389,1.008425,0.00245,0.4906,9.5e-4,0.011125
2007-07-23,5.716666666666667,0.0074,0.3225,0,0,9.75e-4,0,0.031575,0.019075,0,0.003425,NA,0.0556,7.5e-4,0.00285,5e-4,0.0029,NA,0.0415,5e-4,0.03765,0.064325,0.373125,0.001925,0.4323,0.00305,0.012175
2007-07-26,9.383333333333333,0.03175,1.27,5e-4,0,0.00195,0,0.0569,0,0,0.003075,NA,0.099825,0.00175,0.00775,0.00175,0.0061,NA,0,5e-4,0.09505,0.3217,1.1107,0.00485,0.986525,0.00255,0.0162
2007-07-29,31.3,0.0255,6.71,7.5e-4,0,0.006,0,0.053175,0.04425,7.5e-4,0.007425,0.819,0.115,0.0036,0.031875,0.00205,0.006125,6.03,0.0775,0.00125,0.144025,0.0615,4.38775,0.0049,3.91775,0.0076,0.0237
2007-08-01,19.066666666666666,0.0273,1.425,5e-4,0,0.00265,0,0.0805,0.004,5e-4,0.0061,1.26,0.16025,0.0029,0,0.00305,0.00705,5.91,0.1225,0,0.0964,0.004,1.0642,0.00395,1.0169,0.00415,0.03095
2007-08-04,23.78333333333333,0.037425,3.06,7e-4,0,0.004,0,0.069125,0.0341,0.0013,0.0055,0.722,0.111775,0.002025,0,0.00225,0.005775,5.54,0.1105,0.001,0.08425,0.02,2.71325,0.00435,1.21125,0.00485,0.020575
2007-08-07,37.05,0.028925,7.26,7e-4,0,0.004825,5e-4,0.06025,0.015575,0,0.004875,0.997,0.1384,0.00355,0,0.002375,0.004575,5.72,0.0535,0.002,0.098575,0.062875,4.7886,0.00265,2.116575,0.0054,0.0258
2007-08-10,3.1999999999999997,0.00365,0.1,4e-4,0,0.001,0.0015,0.0254,0.00665,0,0.0024,0.666,0.043675,2.5e-4,0.004225,2.5e-4,0.001,0.983,0,0,0.015325,0.076225,0.13995,9e-4,0.329325,0.001325,0.00695
2007-08-13,14,0.015325,1.405,2.5e-4,0,0.0017,0,0.040575,0.0025,5e-4,0.004025,NA,0.082025,0.001925,0.003,5e-4,0.003725,NA,0.0225,0.001,0.0582,0.00375,1.45045,0.004225,0.32525,6.25e-4,0.0159
2007-08-16,28.366666666666667,0.026975,3.865,2.5e-4,0.0025,0.00405,0,0.090975,0.032,2.5e-4,0.0071,3.81,0.18625,0.005475,0,0.003,0.0067,3.85,0.075,0.001675,0.125225,0.11125,2.737925,0.00875,1.9088,0.007175,0.0317
2007-08-19,6.75,0.011725,0.598,0,0.003,0.0015,0,0.032575,0,5e-4,0.00305,0.67,0.066975,0.00275,0,0.001,0.004675,2.18,0.044,7.5e-4,0.016625,0.036,0.469525,0.0018,0.658675,0.00385,0.0134
2007-08-22,5.35,0.00325,0.3135,0.00175,0,0.00155,0,0.026725,0.00125,0,0.0036,0.661,0.068025,5e-4,7.5e-4,5e-4,0.001625,1.54,0,2.5e-4,0.021625,0.04835,0.277975,0.0011,0.44145,7.25e-4,0.010375
2007-08-25,30.03333333333333,0.0101,5.955,7.5e-4,0,0.00515,0.0025,0.0521,0.011675,0.00875,0.0084,0.411,0.140625,0.00175,0.014,0.002675,0.00995,6.73,0.0345,0.0017,0.10515,0.0738,4.377375,0.002725,2.7182,0.008675,0.024225
2007-08-28,10.18,0.0115,0.679,7.5e-4,0,0.0018,0,0.05055,0.011025,0,0.00565,1.15,0.136775,7.5e-4,0,7.5e-4,0.006175,3.32,0,0,0.052525,0,0.630075,0.005375,0.718,0.008475,0.0239
2007-08-31,16,0.01665,2.455,2.5e-4,0,0.001675,0,0.051,0.0228,5e-4,0.00385,0.573,0.098825,7.5e-4,0,7.5e-4,0.003325,2.97,0,0.001,0.0598,0.029975,2.05175,0.00485,1.4725,0.002725,0.01815
2007-09-03,19.8,0.00225,2.995,0.001905,0,0.00285,0,0.04405,0.006575,0,0.00445,NA,0.068825,0.00125,0,0.00165,0.0054,NA,0.0685,7.5e-4,0.10305,0.01175,2.7535,0.0017,0.5024,0.00785,0.023425
2007-09-06,8.333333333333334,0.01,0.745,0,0,0.00125,0,0.0436,0.01,0.0011,0.00415,0.887,0.095075,5e-4,0,5e-4,0.003125,2.24,0.0205,2.5e-4,0.062,0.0234,0.695625,0.00265,0.47825,0.00345,0.014825
2007-09-09,6.183333333333334,0.0119,0.5475,0,0,0.002275,0,0.03855,0.0468,5e-4,0.0037,0.447,0.055275,0.001,0.006575,0.00125,0.004775,1.79,0,2.5e-4,0.042225,0.13165,0.641025,0.002075,0.54775,0.0047,0.017525
2007-09-12,5.483333333333333,0,0.5,0,0,2.5e-4,0,0.028525,7.5e-4,0,0.002975,0.419,0.0703,0.0015,0,0.001,0.002125,1.68,0,0,0.03615,0,0.4869,7e-4,0.16215,2e-4,0.01375
2007-09-15,4.633333333333333,0,0.6565,0,0,5e-4,0,0.022425,0,0,0.002225,0.382,0.041575,2.5e-4,0,2.5e-4,0.001,1.71,0,5e-4,0.02675,0.04275,0.45345,5.25e-4,0.80245,0.00125,0.01035
2007-09-18,7.366666666666667,0.0025,0.525,0,0.011,0.002,0.0015,0.05005,0,0,0.003,0.925,0.096475,0.0025,0.0065,0.002,0.002975,2.13,0,0,0.0583,0.1793,0.43915,0.006575,0.55565,0.0015,0.01875
2007-09-21,24.7,0.018,4.73,7e-4,0,0.00515,0,0.07465,0.02625,0.0015,0.01165,1.59,0.225825,0.004,0,0.003175,0.005575,5.1,0.059,0.00125,0.13575,0.043,2.702175,0.007325,5.12725,0.00615,0.035175
2007-09-24,6.85,0.01075,0.294,2.5e-4,0.0055,5e-4,0,0.058525,0,0,0.002875,NA,0.1157,0.0015,0.0055,0.00125,0.0058,NA,0.0235,0,0.06065,0.0925,0.308025,0.00265,0.20475,0.002275,0.017975
2007-09-27,15.6,0.033725,2.395,2.5e-4,0,0.00305,0,0.0618,0.0237,5e-4,0.003,0.846,0.105625,0.00225,0,0.00215,0.008825,3.42,0.0275,0.001,0.08925,0.1937,1.893,0.003825,1.448,0.0065,0.0198
2007-09-30,6.016666666666667,0.00275,0.4205,0.001355,0,5e-4,0,0.021275,0.00265,5e-4,0.003775,0.357,0.043825,0.0015,0,2.5e-4,0.001675,2.06,0.0255,0,0.02625,0.027325,0.4035,8.5e-4,0.3452,2.5e-4,0.013075
2007-10-03,8.35,0.007325,1.405,5e-4,0,0.002625,0,0.0402,0.00175,5e-4,0.00455,0.973,0.095,5e-4,0.014625,0.00105,0.002975,1.74,0.0245,2.5e-4,0.044575,0.190125,0.986325,0.0027,1.716825,0.00265,0.014625
