date_local,pm2.5_total,aluminum_pm2_5_lc_88104,arsenic_pm2_5_lc_88103,barium_pm2_5_lc_88107,bromine_pm2_5_lc_88109,cadmium_pm2_5_lc_88110,calcium_pm2_5_lc_88111,chromium_pm2_5_lc_88112,copper_pm2_5_lc_88114,iron_pm2_5_lc_88126,lead_pm2_5_lc_88128,magnesium_pm2_5_lc_88140,manganese_pm2_5_lc_88132,nickel_pm2_5_lc_88136,selenium_pm2_5_lc_88154,silicon_pm2_5_lc_88165,sulfate_pm2_5_lc_88403,sulfur_pm2_5_lc_88169,titanium_pm2_5_lc_88161,total_nitrate_pm2_5_lc_88306,vanadium_pm2_5_lc_88164,zinc_pm2_5_lc_88167
2003-11-27,25.299999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-11-28,9.600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-11-29,4.366666666666666,0.010133333333333333,6.666666666666666e-4,0.01633333333333333,6.666666666666666e-4,0,0.025933333333333333,9.333333333333333e-4,0.0016200000000000001,0.036566666666666664,6.666666666666666e-4,3.333333333333333e-4,3.333333333333333e-4,0.014733333333333334,8.666666666666667e-4,0.0242,1.6066666666666667,0.61,8.333333333333334e-4,0.3893333333333333,0.0023666666666666667,0.0155
2003-11-30,9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-01,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-02,4.916666666666666,0.007333333333333333,0.0016,0.012666666666666666,0.0016266666666666667,0.0013333333333333333,0.038533333333333336,7.666666666666667e-4,0.0016666666666666668,0.0633,0.0028,0,0.0014,0.019033333333333333,0.001,0.025166666666666667,1.3233333333333333,0.5253333333333333,6.666666666666666e-4,0.6093333333333333,0.0041333333333333335,0.036066666666666664
2003-12-03,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-04,16.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-05,14.916666666666668,0,0.0034,0.0014,0.006763333333333334,6.666666666666666e-4,0.06520000000000001,3.333333333333333e-4,0.0016666666666666668,0.09566666666666666,0.009666666666666667,0,2.833333333333333e-4,0.0492,0.0016666666666666668,0.0631,3.2666666666666666,1.4066666666666667,0.003,2.8566666666666665,0.011866666666666666,0.06623333333333334
2003-12-06,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-07,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-08,10.76,0,6.333333333333333e-4,0.0057666666666666665,0.0033,0.0069,0.059333333333333335,0.0021333333333333334,0.005533333333333334,0.09566666666666666,0.004633333333333333,6.666666666666666e-4,5.8e-4,0.04853333333333333,3.333333333333333e-4,0.06403333333333333,2.2233333333333336,0.835,0.0016666666666666668,1.41,0.015766666666666665,0.05823333333333334
2003-12-09,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-10,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-11,6.06,0,8.666666666666667e-4,0,0.0031333333333333335,3.333333333333333e-4,0.028933333333333332,0.00101,9.833333333333335e-4,0.0419,0.0018666666666666666,0.018666666666666665,0.001,0.008353333333333334,6.666666666666666e-4,0.012233333333333334,1.2643333333333333,0.5760000000000001,8.333333333333334e-4,0.317,0.00362,0.0125
2003-12-13,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-14,6.18,0.0025,6.5e-4,0,0.00202,0.0022,0.0206,5.5e-4,0.002205,0.020300000000000002,0.0012000000000000001,0.002,0,0.009415,6e-4,0.023600000000000003,1.482,0.526,5e-4,0.6863333333333332,0.00435,0.01624
2003-12-15,6.949999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-17,11.766666666666666,0,7.5e-4,0,0.00492,0.0079,0.0415,0.0019,0,0.09725,0.0031,0,0,0.019549999999999998,0.00125,0.04225,2.756666666666667,0.919,0.0035,1.2056666666666667,0.00805,0.028999999999999998
2003-12-18,9.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-19,10.899999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-20,10.466666666666667,0,0.001,0,0.001395,0.00245,0.031,0.0012000000000000001,0.0025,0.06255,0.0036,0,0,0.01725,5e-4,0.0506,2.73,0.852,0.0015,2.763333333333333,0.0041,0.020999999999999998
2003-12-21,11.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-22,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-23,17.683333333333334,0.036000000000000004,8e-4,0.0155,0.0115,5e-4,0.0799,5.05e-4,0.006710000000000001,0.226,0.00585,0.018000000000000002,0.00315,0.02515,0.003,0.10805000000000001,3.48,1.2799999999999998,0.009000000000000001,2.3833333333333333,0.012199999999999999,0.0576
2003-12-24,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-25,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-26,8.65,0.017,0.001,0,0.0019,0,0.0305,0,0,0.0682,0.001,0,0,0.0387,0.001,0.0429,3.1,1,0.0022,1.26,0.009,0.0326
2003-12-28,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-29,26.76,0.047,0.0026,0.014,0.0131,0,0.0903,0,0.00739,0.263,0.0098,0,0.004,0.0592,0.0041,0.0885,4.48,1.45,0.0101,7.16,0.0262,0.078
2003-12-30,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-12-31,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-01,9.616666666666667,0,7.5e-4,0.00655,0.00287,0.0056,0.054,0.00445,0.0035,0.09125,0.00415,0,3.85e-4,0.01985,0.001,0.074,1.95,0.786,0.0035,1.77,0.00655,0.0275
2004-01-02,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-03,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-04,17.916666666666664,0,0.00235,0,0.007085,0.0015,0.0475,0.0015,0.003,0.1105,0.0115,0,0,0.0196,0.00285,0.09365,3.5666666666666664,1.111,0.0025,3.57,0.00925,0.055999999999999994
2004-01-05,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-06,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-07,9.15,0,0.001,0,0.00213,0.0052,0.022,0,0,0.0385,0.0017,0,0,0.00621,0.001,0.0725,1.89,0.553,0.003,2.505,0.0025,0.014
2004-01-08,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-09,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-10,8.8,0,0.001,0.00245,0.00341,5e-4,0.036000000000000004,0.0010999999999999998,0.002,0.0412,0.005699999999999999,0,4.4e-4,0.02935,5e-4,0.0664,1.8599999999999999,0.726,0.0015,1.6833333333333333,0.013,0.0275
2004-01-11,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-12,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-13,13.416666666666668,0,0.0012666666666666666,0,0.00507,0.007533333333333333,0.04303333333333333,0.0018666666666666666,0.0016666666666666668,0.083,0.0066,0,0.00094333333333333335,0.036366666666666665,0.0021333333333333334,0.09023333333333333,3.6266666666666665,1.5266666666666666,0.005333333333333333,3.316666666666667,0.011033333333333334,0.040466666666666665
2004-01-14,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-15,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-16,6.383333333333333,0,0.001,0,0.0024400000000000003,0.002,0.018000000000000002,0.001,0,0.031149999999999997,0.0018,0,0,0.028950000000000004,5e-4,0.092,1.56,0.4125,0,1.0446666666666666,0.0057,0.014
2004-01-17,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-18,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-19,6.1,0.019666666666666666,3.333333333333333e-4,0,0.0022333333333333333,0.0013333333333333333,0.021833333333333333,0,3.333333333333333e-4,0.04786666666666666,0.001,0.008333333333333333,3.333333333333333e-4,0.021666666666666667,6.666666666666666e-4,0.03726666666666667,1.7666666666666666,0.6233333333333333,0.0013333333333333333,0.8836666666666667,0.00331,0.015066666666666667
2004-01-20,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-21,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-22,20.6,0.0361,0.0024,0.0145,0.010499999999999999,0.001,0.07419999999999999,0.0013150000000000002,0.00605,0.148,0.01,0,0.0056,0.06725,0.0043,0.10235,3.743333333333333,1.365,0.00615,6.016666666666667,0.01815,0.06965
2004-01-23,7.050000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-24,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-25,7.283333333333333,0.006,0.00195,0.0095,0.00235,0,0.022949999999999998,4e-4,0.001315,0.041999999999999996,0.0023,0.0075,0.00125,0.026750000000000003,0,0.03535,1.9,0.683,0.00145,1.2200000000000002,0.006405,0.0221
2004-01-26,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-27,12.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-28,13.783333333333333,0,0.00155,0.0035,0.00301,0,0.042499999999999996,4e-4,0.003,0.0469,0.00415,0,3.35e-4,0.03165,0.001,0.07515,3.4033333333333333,1.22,0.0015,2.5833333333333335,0.0086,0.033
2004-01-29,13.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-30,9.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-01-31,12.633333333333333,0,0.0015,5e-4,0.003575,0,0.043,9.5e-4,0.0025,0.06175,0.00575,0,0.00101,0.022350000000000002,0.0012000000000000001,0.07385,3.49,1.115,0.0035,2.83,0.00475,0.026500000000000003
2004-02-01,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-02,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-03,20.616666666666667,0.0172,5e-4,0.015,0.0062,0.001,0.0451,5e-4,0.00234,0.10175000000000001,0.00475,0.0025,0.001,0.02685,0,0.0528,3.3600000000000003,1.33,0.00415,3.2666666666666666,0.00876,0.038099999999999995
2004-02-04,12.149999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-05,14.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-06,20.433333333333334,0.01555,0.001,0.005,0.0038,5e-4,0.038349999999999995,5e-4,5.15e-4,0.07830000000000001,0.00375,0.01,0.0013,0.0271,5e-4,0.0495,4.556666666666667,1.245,0.0037,2.79,0.0083,0.03705
2004-02-07,13.350000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-08,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-09,17.666666666666668,0.03285,0.0031,0.015,0.00775,0.0015,0.06275,9.350000000000001e-4,0.005755,0.15,0.005549999999999999,0,0.0043,0.05075,0.0036,0.07339999999999999,3.8449999999999998,1.25,0.00715,4.385,0.01585,0.06215
2004-02-10,17.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-11,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-12,22.32,0.0259,0.0014,0,0.00706,0.001,0.08410000000000001,0.001595,0.0060149999999999995,0.1835,0.0095,0,0.003345,0.044,0.0040999999999999995,0.12485,5.116666666666666,1.57,0.0084,6.35,0.014100000000000001,0.0717
2004-02-13,22.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-14,18.950000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-15,9.716666666666667,0.017099999999999997,8.5e-4,0,0.0036499999999999996,0,0.04065,5e-4,0.001085,0.0497,0.0025,0.006,0.001,0.016649999999999998,0.0018,0.0436,2.5233333333333334,0.867,0.0023,2.56,0.003935,0.0309
2004-02-16,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-17,10.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-18,15.416666666666666,0.023,5e-4,0.003,0.00725,0,0.0631,0,0.0018999999999999998,0.08465,0.00605,0,0.00165,0.022449999999999998,0.0018,0.07605,3.033333333333333,1.0779999999999998,0.0049,3.7733333333333334,0.008,0.0518
2004-02-19,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-20,27.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-21,15.48,0.011666666666666665,0.0012,0.007333333333333333,0.0049,3.333333333333333e-4,0.03506666666666667,0.0036666666666666666,0.0023766666666666667,0.09166666666666666,0.0013333333333333333,0.0013333333333333333,0.0028,0.0269,0.0012333333333333332,0.03023333333333333,5.276666666666666,1.49,0.0037333333333333333,3.506666666666667,0.0062966666666666666,0.024566666666666667
2004-02-22,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-23,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-24,13.9,0.012,6.666666666666666e-4,0.005333333333333333,0.0034,0,0.0574,0.0016666666666666668,0.00227,0.11386666666666667,0.0059,0.002,6.666666666666666e-4,0.02896666666666667,0.0013333333333333333,0.05853333333333333,2.79,0.9343333333333333,0.0046,3.243333333333333,0.007466666666666667,0.04616666666666666
2004-02-25,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-26,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-27,6.766666666666667,0.015933333333333334,0.0014666666666666667,0.004666666666666667,0.0025166666666666666,0,0.0509,3.333333333333333e-4,0.0026033333333333334,0.08746666666666666,0.0029666666666666665,0.0013333333333333333,6.666666666666666e-4,0.022633333333333335,0.0013333333333333333,0.061366666666666674,1.4,0.43866666666666665,0.0047,1.0523333333333333,0.0064466666666666665,0.0288
2004-02-28,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-02-29,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-01,28.3,0,0.0021999999999999997,0.01525,0.011800000000000001,0,0.1135,0.00395,0.007949999999999999,0.247,0.01225,0,0.00165,0.02325,0.0046,0.14850000000000002,6.8149999999999995,2.12,0.0045000000000000005,8.67,0.01205,0.06155
2004-03-02,19.133333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-03,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-04,31.75,0,0.0017000000000000001,0.008366666666666666,0.006726666666666666,0.0016666666666666668,0.12103333333333334,0.0020666666666666667,0.006066666666666666,0.184,0.0058000000000000005,0,0.0032066666666666667,0.02153333333333333,0.0016,0.124,7.293333333333333,2.396666666666667,0.005333333333333333,10.843333333333334,0.0116,0.047966666666666664
2004-03-05,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-06,15.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-07,8.55,0,0,0.001,0.00126,0,0.019200000000000002,6e-4,0.001,0.049850000000000005,0.004,0,0.00165,0.007949999999999999,5e-4,0.06025,3.705,1.27,0.001,1.185,0.0045000000000000005,0.008549999999999999
2004-03-08,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-09,14.100000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-10,12.366666666666667,0.008533333333333334,0,0.0018666666666666666,0.0037,0.0013333333333333333,0.038766666666666665,0.0016,0.0021666666666666666,0.07183333333333333,0.0044,0.0032666666666666664,3.333333333333333e-4,0.015026666666666667,3.333333333333333e-4,0.0688,4.21,1.5333333333333332,0.003,2.35,0.0055,0.024266666666666666
2004-03-11,11.350000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-12,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-13,6.35,0.0047666666666666664,0.0017000000000000001,0.004333333333333333,0.002,0,0.025233333333333333,0,0.0012966666666666667,0.06266666666666666,0,0.021666666666666667,0.0014666666666666667,0.009193333333333335,6.666666666666666e-4,0.0327,2.5733333333333333,0.7053333333333334,0.0020666666666666667,0.895,0.0018766666666666667,0.0108
2004-03-14,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-15,11.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-16,8.7,0.013766666666666667,0.0015666666666666667,0.0033333333333333335,0.0011666666666666668,0,0.034333333333333334,0.002,5.8e-4,0.07573333333333333,0.0013333333333333333,0,0.0014,0.014693333333333333,6.666666666666666e-4,0.030533333333333332,3.05,0.8946666666666667,0.0025666666666666667,1.2726666666666666,0.00406,0.024
2004-03-17,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-18,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-19,18.34,0.018933333333333333,0.0012000000000000001,0.012333333333333333,0.0038,3.333333333333333e-4,0.03423333333333333,3.333333333333333e-4,0.0015266666666666666,0.0827,0.0019,0.007,3.333333333333333e-4,0.020900000000000002,0.0013333333333333333,0.04056666666666667,7.4,2.2766666666666664,0.0035,3.5033333333333334,0.0046,0.0303
2004-03-20,21.950000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-21,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-22,5.833333333333333,0,0.0021,0,0.0044800000000000005,0,0.04765,0.001,0.002,0.0993,0.0014,0,3.25e-4,0.0156,0,0.0711,1.885,0.6475,0.006999999999999999,0.5275,0.0017,0.022
2004-03-23,12.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-24,16.950000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-25,19.26,6.666666666666666e-4,6.666666666666666e-4,0.0038,0.00514,0.004033333333333333,0.08093333333333333,0.003966666666666667,0.005,0.1572,0.004666666666666667,0,0.0036766666666666666,0.021666666666666667,7.666666666666667e-4,0.12,3.885,1.3066666666666666,0.006666666666666667,3.5949999999999998,0.012733333333333334,0.04016666666666667
2004-03-26,21.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-27,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-28,5.3,0.0071,0,0,6.666666666666666e-4,6.666666666666666e-4,0.014700000000000001,0.002533333333333333,3.333333333333333e-4,0.04473333333333333,0.001,0.002,6.666666666666666e-4,0.008853333333333333,0,0.025733333333333334,1.3846666666666667,0.6306666666666666,0.0023,0.4531,0.0017333333333333333,0.00842
2004-03-29,9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-30,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-03-31,7.76,0.0196,0.0027,0.001,0.0024333333333333334,0.001,0.028533333333333334,0.0013333333333333333,0.0011666666666666668,0.056933333333333336,0.0019333333333333333,0.008333333333333333,0.002,0.022743333333333334,6.666666666666666e-4,0.025633333333333334,2.1133333333333333,0.5683333333333334,0.0021000000000000003,1.3253333333333335,0.006186666666666667,0.023633333333333333
2004-04-01,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-02,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-03,12.48,0.008333333333333333,0.001,0,0.003533333333333333,3.333333333333333e-4,0.06,6.666666666666666e-4,0.0021733333333333335,0.0776,0.0023333333333333335,0.004666666666666667,0.0023333333333333335,0.0187,0.002466666666666667,0.0279,4.72,1.3466666666666667,0.0025666666666666667,3.3,0.005693333333333333,0.030433333333333333
2004-04-04,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-05,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-06,4.46,0.018966666666666666,0.0014666666666666667,0,0.0022333333333333333,0.0013333333333333333,0.048633333333333334,0.0023333333333333335,0.0022533333333333333,0.103,0.0026666666666666666,0,0.0024000000000000002,0.00991,6.666666666666666e-4,0.0735,0.882,0.36933333333333335,0.003966666666666667,0.375,0.0022333333333333333,0.0133
2004-04-07,12.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-08,18.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-09,14.44,0.022333333333333334,0.0032666666666666664,0.0146,0.0036666666666666666,0,0.06843333333333333,0.0010333333333333334,0.003436666666666667,0.14766666666666667,0.0036333333333333335,0.008333333333333333,0.0012333333333333332,0.014166666666666668,0.001,0.11183333333333334,4.215,1.237,0.005266666666666667,5.145,0.005486666666666667,0.025533333333333335
2004-04-10,8.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-11,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-12,16.88,0.023633333333333333,5e-4,3.333333333333333e-4,0.005836666666666667,0.002,0.05106666666666667,0.0010666666666666667,0.0020666666666666667,0.0988,0.0055,0.0036666666666666666,0,0.0154,0.0018666666666666666,0.09336666666666667,3.52,1.3966666666666667,0.0063,4.8,0.005233333333333334,0.020833333333333336
2004-04-13,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-04-14,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
