date,source_1,source_2,source_3,source_4,source_5,source_6,source_7,concentration
2007-01-03,2.949691093784115,0.038304864612083184,6.482656345963297,4.853115454913224,0.011497670904211135,0.09461815376731005,5.7189461287014826e-8,12.316666666666666
2007-01-06,1.3525477411267879,0.08087843493572591,1.4899722049300486,3.178289056030906,7.414620244781561e-10,0.17687174110712583,1.1168523401223632e-9,6.05
2007-01-09,0.8235330065619368,0.006469823558692815,3.3933479591099087,5.903726948199853,0.02449048688391931,0.02044278542994859,4.5694846902777814e-4,8.56
2007-01-12,2.667541978064189,0.28812408894695013,7.361963934130296,8.479368306885847,8.158631158688561e-5,0.09105697049508137,1.0958503043068953e-8,16.883333333333333
2007-01-15,3.1125813660885937,0.368262911907332,7.321172617023385,6.130151231472221,1.3569634303955027e-7,0.08895034714066796,1.29363731670344e-8,19.65
2007-01-18,1.5928984013196956,0.43545829220288756,8.218814926291387,7.320827021773219,4.411176594064958e-9,0.1330709134547407,4.576664632115025e-10,19.78333333333333
2007-01-21,1.6898284666136232,0.014523093732001828,4.244091479962786,2.942843143872443,5.69307490738635e-8,0.08310712953391827,2.791304479625335e-8,7.05
2007-01-24,1.109873730941802,0.006131656418967082,3.446416330764346,12.01111273197231,0.016985851183748964,0.06995290464470597,1.2903541085085902e-9,14.233333333333334
2007-01-27,1.775045092039422,0.26253004102508254,8.141771064082748,7.966458895305525,2.7663899020304012e-9,0.042420844299021064,0.20193526768544487,17.066666666666666
2007-01-30,0.6339207229622139,0.15133900485751647,4.933777439331341,15.652515013186566,2.7506909356214106e-10,0.18501493646689418,4.2997256907702524e-10,17.4
2007-02-02,0.31029218342471987,0.45812955848542786,6.125651001902881,23.51855553839177,2.1124643476390868e-10,0.11009698574397501,3.257655005166167e-10,33.233333333333334
2007-02-05,0.5050585784128264,1.0654290346560602,3.507896739484414,7.542191670742175,0.03043949966647758,0.284152836848518,4.897012964104909e-10,8.62
2007-02-08,1.8811559212983127,0.025976810177597433,3.1968642068206488,9.92298277902008,1.8398522874408054e-4,0.05322813508786264,0.9283495425374086,12.166666666666666
2007-02-11,0.883462201144849,0.3624057811538539,4.730644494867853,13.018153951064614,2.883712928259361e-10,0.13405784799303402,4.422810815485776e-10,14.466666666666667
2007-02-14,0.4527857091282179,0.4286602481044194,5.237612069572966,6.433741589173383,0.0659550471132833,0.08008691495659206,4.897927799414154e-10,9.533333333333333
2007-02-17,1.4768925119805034,0.30528529255563847,4.520735457545288,14.292573833910117,0.07419810200347836,0.3580258337431824,4.007360407557555e-10,14.566666666666666
2007-02-20,3.1282529510089057,0.37896633512125943,8.347713690797786,15.264863152743548,0.16218126562766141,0.04655182352232267,0.2042746403005376,23.933333333333334
2007-02-23,1.304932492904918,6.630579719685114e-10,2.0871720983030877,2.231214106007291,0.30286460833172907,0.08799416466277488,0.16246007143789992,4.9
2007-02-26,2.0180971047311957,3.2415769818937137e-10,5.42900648201355,4.879205763797676,0.061070412161762365,0.002936021937869247,1.01636621130589,16.98
2007-03-01,2.8883285884403915,0.11096519667053877,4.6254633722673,5.1175395279980185,0.11675142582538907,0.10832932635227263,0.45919567686608587,15.566666666666666
2007-03-04,0.5647742325352993,8.14867673223182e-10,0.9453665259678296,5.09233682849357,0.2695194236481825,0.008385956161944813,0.9520721203774136,6.1
2007-03-07,1.7951498596933388,0.16361971118916635,6.3890195883649,7.891955586195525,2.3875893547693303e-10,0.1098714098583016,0.5738300153277708,14.700000000000001
2007-03-10,3.9777876764264675,1.0223847302639855,6.1071967197631984,6.327715830270585,0.3072133612751422,1.8465987914327086e-5,3.1624247540245904e-10,18.583333333333336
2007-03-13,4.338980132793107,0.6317491979362152,7.855556219423124,13.191719073443739,0.007174746017415723,9.715829806207951e-4,4.1302875462938663e-7,25.56
2007-03-16,1.311408342950239,0.501297682852085,4.223106957330203,7.671338462196361e-5,3.7829920903340696e-10,1.2237384985908429e-6,0.6139709350575567,8.52
2007-03-19,2.3725920444110127,0.4766294937772755,2.360104502098167,5.3462082966528675,5.353956341738503e-10,0.135958204153307,1.2052198715090947,9.733333333333334
2007-03-22,2.8067897319750967,1.6531053384099523,3.608679055645904,9.145859990960162,1.4392090465788961e-9,1.689876333668479e-4,3.8149020121172985e-10,18.54
2007-03-25,1.0505027830754714,0.1941454236218461,2.0160215092422207,4.943368620819085,0.14104503920476463,9.697853308272714e-6,9.220255201026541e-10,9.2
2007-03-28,3.073468354321705,7.538504707546864e-10,1.745340745445097,0.0947618943088091,0.029253933953772352,5.235126421162606e-4,8.822265502658738e-4,5.116666666666667
2007-03-31,2.6883968767054403,0.153467276175213,2.0558868558025356,1.1715511888197492,2.9351896683915393e-5,3.0670139807688086e-4,0.028297950865694876,5.566666666666666
2007-04-03,1.3213211835418066,0.0026669994815223994,3.626610954524458,10.53216174824206,1.1574935484435641e-5,0.001067525989689052,1.6721800760076055e-6,21.066666666666666
2007-04-05,2.082497886898417,0.14107963185561004,1.4593260807926522,3.5659788055804373,9.009788536198206e-9,0.062181336984782815,2.6126394875523244e-7,4.300000000000001
2007-04-06,2.1227104137592674,0.19782550971555854,1.427772512553047,1.627589270757249,0.008973408790327224,1.9933236504836565e-4,1.8613281611376053e-5,6.666666666666666
2007-04-09,1.2652737904509266,5.059203194938029e-10,0.84797646788377945,0.9292840473145062,1.183354452503872e-4,0.006528014896763049,3.1036088933826407,6.74
2007-04-12,1.5488678447992048,0.4246948435123633,2.0409660723605842,5.9579964458312284,0.09078210242568198,2.7102262742955172e-5,7.587243441548539e-10,11.833333333333334
2007-04-15,2.241520835944842,1.3380994006669695,1.7792914475056565,5.31182296130666,4.4664864018852604e-10,5.850331591470329e-5,5.835958965239908e-10,9.283333333333333
